screen,double,cos_ab,triage_score,triage_rank,unreachable_fraction,double_effect_norm,emergence_z,p_value,floor_ratio,ci_low,ci_high,geometry_status,bar_a_p_lt_0p05,bar_b_floor_ge_1p9,certified_emergent
Norman_GSE133344_K562-A549_CRISPRa,FOSB+IKZF3,-0.0738,0.0738,35,0.3164,5.9609,18.86,0.004975124378109453,1.858,0.3415,0.3647,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,SET+KLF1,-0.0603,0.0603,36,0.3152,5.1681,33.633,0.004975124378109453,2.846,0.3229,0.3398,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,SNAI1+UBASH3B,-0.0582,0.0582,37,0.3901,3.5832,13.91,0.004975124378109453,1.559,0.4297,0.4596,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,KLF1+FOXA1,0.0096,-0.0096,38,0.3216,4.6172,11.385,0.004975124378109453,1.531,0.3604,0.3886,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,ZBTB10+PTPN12,0.0115,-0.0115,39,0.3642,5.545,19.915,0.004975124378109453,1.918,0.3872,0.4117,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,ETS2+MAP7D1,0.0258,-0.0258,40,0.3467,4.8126,21.155,0.004975124378109453,1.853,0.3733,0.3963,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,POU3F2+CBFA2T3,0.0294,-0.0294,41,0.3702,4.8155,13.157,0.004975124378109453,1.609,0.4075,0.4335,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,KLF1+BAK1,0.0393,-0.0393,42,0.2406,3.9118,8.172,0.004975124378109453,1.352,0.2827,0.3045,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,DUSP9+SNAI1,0.0529,-0.0529,43,0.3249,8.0187,21.596,0.004975124378109453,1.967,0.3485,0.3668,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,LYL1+CEBPB,0.0612,-0.0612,44,0.4683,4.7718,20.06,0.004975124378109453,1.905,0.4955,0.5198,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,BCL2L11+BAK1,0.0883,-0.0883,45,0.7707,1.4203,3.284,0.004975124378109453,1.096,0.8239,0.8577,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FEV+MAP7D1,0.0961,-0.0961,46,0.2713,6.1681,17.798,0.004975124378109453,1.763,0.2991,0.3159,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FEV+ISL2,0.1092,-0.1092,47,0.2761,7.1521,18.158,0.004975124378109453,1.836,0.3001,0.3188,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,KLF1+MAP2K6,0.1224,-0.1224,48,0.2612,3.8294,3.12,0.004975124378109453,1.148,0.3219,0.3561,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,AHR+KLF1,0.1444,-0.1444,49,0.2677,4.6572,21.965,0.004975124378109453,2.001,0.2864,0.3042,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,ZNF318+FOXL2,0.1646,-0.1646,50,0.3323,3.716,4.804,0.004975124378109453,1.228,0.3927,0.4304,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,SET+CEBPE,0.1699,-0.1699,51,0.4977,4.5952,63.845,0.004975124378109453,3.586,0.5038,0.5144,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,IRF1+SET,0.1954,-0.1954,52,0.3553,7.1971,50.068,0.004975124378109453,3.19,0.3625,0.3762,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,MAP2K3+SLC38A2,0.205,-0.205,53,0.4001,2.3427,5.284,0.004975124378109453,1.236,0.4685,0.5031,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,KLF1+CLDN6,0.2602,-0.2602,54,0.2944,6.5841,22.643,0.004975124378109453,2.038,0.3152,0.3329,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,TBX3+TBX2,0.261,-0.261,55,0.2328,5.3358,34.312,0.004975124378109453,2.649,0.242,0.2545,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,SGK1+TBX3,0.2752,-0.2752,56,0.2333,5.8845,11.644,0.004975124378109453,1.542,0.2664,0.2853,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,DUSP9+KLF1,0.2848,-0.2848,57,0.2617,7.2479,28.868,0.004975124378109453,2.312,0.2756,0.29,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,JUN+CEBPA,0.3057,-0.3057,58,0.2445,13.9051,11.531,0.004975124378109453,1.444,0.2797,0.3053,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,JUN+CEBPB,0.3238,-0.3238,59,0.3651,8.5747,3.963,0.004975124378109453,1.173,0.4393,0.4698,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,RHOXF2BB+SET,0.3254,-0.3254,60,0.3691,6.5022,35.501,0.004975124378109453,2.352,0.386,0.4023,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,CNN1+UBASH3A,0.3532,-0.3532,61,0.3042,7.8235,20.707,0.004975124378109453,1.914,0.3285,0.3462,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,MAP2K6+ELMSAN1,0.3677,-0.3677,62,0.4169,2.7236,15.005,0.004975124378109453,1.761,0.4509,0.4744,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,KLF1+TGFBR2,0.3783,-0.3783,63,0.2378,4.4202,7.837,0.004975124378109453,1.356,0.2781,0.3028,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,BCL2L11+TGFBR2,0.3896,-0.3896,64,0.4501,2.0137,7.232,0.004975124378109453,1.401,0.505,0.5373,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,SAMD1+TGFBR2,0.3925,-0.3925,65,0.4145,4.8707,2.722,0.004975124378109453,1.106,0.4985,0.5374,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,PTPN12+UBASH3A,0.4028,-0.4028,66,0.2346,6.2785,16.357,0.004975124378109453,1.708,0.26,0.2772,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,LYL1+IER5L,0.4112,-0.4112,67,0.2759,5.2758,23.137,0.004975124378109453,2.159,0.2939,0.3088,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,CEBPE+RUNX1T1,0.415,-0.415,68,0.2711,4.2064,33.045,0.004975124378109453,2.434,0.2843,0.2983,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,ZBTB10+DLX2,0.417,-0.417,69,0.4285,9.8736,14.656,0.004975124378109453,1.714,0.4583,0.4931,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FOXA1+HOXB9,0.435,-0.435,70,0.3062,6.0493,15.306,0.004975124378109453,1.692,0.3359,0.3611,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,AHR+FEV,0.4381,-0.4381,71,0.3328,8.8648,29.347,0.004975124378109453,2.286,0.3515,0.3672,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,SGK1+TBX2,0.4388,-0.4388,72,0.237,5.6798,12.489,0.004975124378109453,1.58,0.2687,0.2875,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FOXL2+MEIS1,0.4493,-0.4493,73,0.3132,4.8757,4.037,0.004975124378109453,1.168,0.3812,0.4145,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,TGFBR2+C19orf26,0.4782,-0.4782,74,0.341,4.1263,13.802,0.004975124378109453,1.643,0.3735,0.4021,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,ETS2+CEBPE,0.4796,-0.4796,75,0.247,6.3055,22.584,0.004975124378109453,1.928,0.2691,0.2809,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,POU3F2+FOXL2,0.4842,-0.4842,76,0.2939,6.2262,19.179,0.004975124378109453,1.858,0.3168,0.3389,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,KIF18B+KIF2C,0.4942,-0.4942,77,0.7024,2.4198,1.513,0.07462686567164178,1.055,0.7732,0.82,outside_model_cone,False,False,False
Norman_GSE133344_K562-A549_CRISPRa,CBL+UBASH3A,0.4966,-0.4966,78,0.4123,5.4421,1.628,0.06965174129353234,1.077,0.5018,0.5421,outside_model_cone,False,False,False
Norman_GSE133344_K562-A549_CRISPRa,SNAI1+DLX2,0.5094,-0.5094,79,0.3838,7.0644,13.656,0.004975124378109453,1.602,0.4247,0.4487,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,SGK1+S1PR2,0.5215,-0.5215,80,0.2557,6.4225,16.853,0.004975124378109453,1.839,0.2759,0.2993,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FOXA1+FOXL2,0.5229,-0.5229,81,0.3375,5.2931,8.592,0.004975124378109453,1.396,0.3875,0.4175,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FOSB+OSR2,0.5257,-0.5257,82,0.2679,6.8544,29.826,0.004975124378109453,2.157,0.2845,0.2991,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,RHOXF2BB+ZBTB25,0.5341,-0.5341,83,0.2573,6.4801,10.736,0.004975124378109453,1.555,0.2878,0.3152,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FOXF1+HOXB9,0.537,-0.537,84,0.3333,5.3245,14.125,0.004975124378109453,1.51,0.375,0.401,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CEBPB+MAPK1,0.5402,-0.5402,85,0.2437,6.527,19.525,0.004975124378109453,1.905,0.2648,0.2799,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,UBASH3B+UBASH3A,0.5473,-0.5473,86,0.261,3.2912,8.57,0.004975124378109453,1.383,0.3063,0.3282,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CBL+TGFBR2,0.5548,-0.5548,87,0.2834,4.3616,3.075,0.004975124378109453,1.145,0.3499,0.3821,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CEBPB+OSR2,0.5603,-0.5603,88,0.2582,7.4214,9.0,0.004975124378109453,1.461,0.2966,0.3171,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,SAMD1+PTPN12,0.5758,-0.5758,89,0.2542,6.0694,17.177,0.004975124378109453,1.747,0.2801,0.2979,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,PLK4+STIL,0.5856,-0.5856,90,0.4979,4.5459,3.801,0.004975124378109453,1.147,0.5799,0.6191,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FOXA1+FOXF1,0.6053,-0.6053,91,0.3097,4.664,11.932,0.004975124378109453,1.505,0.3504,0.375,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,MAP2K3+ELMSAN1,0.6096,-0.6096,92,0.3245,3.6269,23.168,0.004975124378109453,2.147,0.3435,0.3621,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,BPGM+ZBTB1,0.6156,-0.6156,93,0.2378,5.408,9.457,0.004975124378109453,1.446,0.2763,0.2966,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,BPGM+SAMD1,0.6164,-0.6164,94,0.2514,5.598,9.746,0.004975124378109453,1.464,0.2879,0.3123,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,DUSP9+IGDCC3,0.6229,-0.6229,95,0.2223,6.8033,17.099,0.004975124378109453,1.803,0.2446,0.2599,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FOXA3+HOXB9,0.6241,-0.6241,96,0.325,6.9326,21.866,0.004975124378109453,2.016,0.3445,0.3653,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,CBL+PTPN9,0.6344,-0.6344,97,0.2597,5.4567,10.784,0.004975124378109453,1.52,0.2946,0.3184,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,TGFBR2+IGDCC3,0.6348,-0.6348,98,0.2736,4.2655,6.819,0.004975124378109453,1.336,0.3183,0.3477,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,PTPN12+PTPN9,0.6457,-0.6457,99,0.248,5.4765,13.798,0.004975124378109453,1.657,0.2773,0.2941,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,SAMD1+ZBTB1,0.6475,-0.6475,100,0.2647,6.4824,7.061,0.004975124378109453,1.362,0.3079,0.3402,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,TGFBR2+PRTG,0.6528,-0.6528,101,0.2534,4.8893,6.214,0.004975124378109453,1.258,0.3062,0.3278,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,DUSP9+PRTG,0.6603,-0.6603,102,0.2228,7.1417,12.566,0.004975124378109453,1.621,0.2471,0.2693,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,IGDCC3+ZBTB25,0.6633,-0.6633,103,0.2547,6.7719,5.883,0.004975124378109453,1.261,0.3055,0.3303,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FOXL2+HOXB9,0.6633,-0.6633,104,0.3472,7.0323,4.302,0.004975124378109453,1.2,0.4123,0.4474,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,SAMD1+UBASH3B,0.6641,-0.6641,105,0.2495,5.8225,7.878,0.004975124378109453,1.348,0.2935,0.3157,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,ZBTB10+SNAI1,0.6698,-0.6698,106,0.392,8.8884,19.84,0.004975124378109453,1.8,0.4227,0.4444,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FOXF1+FOXL2,0.6769,-0.6769,107,0.3104,6.5864,14.957,0.004975124378109453,1.602,0.3459,0.3669,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CEBPE+SPI1,0.6792,-0.6792,108,0.2289,11.6026,19.824,0.004975124378109453,1.777,0.252,0.2677,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FOXA3+FOXL2,0.6848,-0.6848,109,0.367,7.6739,12.702,0.004975124378109453,1.618,0.4067,0.4321,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FOXA3+FOXF1,0.6891,-0.6891,110,0.359,4.8306,10.39,0.004975124378109453,1.419,0.41,0.4366,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,MAP2K3+MAP2K6,0.7119,-0.7119,111,0.3382,2.1434,4.765,0.004975124378109453,1.233,0.4005,0.4354,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CBL+CNN1,0.7537,-0.7537,112,0.261,7.9059,28.205,0.004975124378109453,2.382,0.2727,0.2881,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,UBASH3B+PTPN9,0.7562,-0.7562,113,0.2418,5.4114,14.605,0.004975124378109453,1.642,0.2681,0.2887,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CBL+PTPN12,0.7563,-0.7563,114,0.2502,6.1253,14.111,0.004975124378109453,1.693,0.2755,0.2983,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,PTPN12+ZBTB25,0.7714,-0.7714,115,0.2292,6.0245,10.818,0.004975124378109453,1.554,0.259,0.2781,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,FOSB+CEBPE,0.7748,-0.7748,116,0.2056,9.6679,10.616,0.004975124378109453,1.393,0.2429,0.2587,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,UBASH3B+CNN1,0.7785,-0.7785,117,0.2296,7.7455,25.109,0.004975124378109453,2.35,0.2378,0.2585,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,FOSB+CEBPB,0.7864,-0.7864,118,0.2617,10.6214,9.401,0.004975124378109453,1.429,0.3035,0.324,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,UBASH3B+PTPN12,0.8004,-0.8004,119,0.2408,5.8971,12.006,0.004975124378109453,1.621,0.2703,0.2902,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,UBASH3B+ZBTB25,0.8192,-0.8192,120,0.2295,5.5068,8.24,0.004975124378109453,1.389,0.2675,0.2907,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CBL+UBASH3B,0.8217,-0.8217,121,0.2425,7.2095,27.706,0.004975124378109453,2.225,0.2563,0.2701,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,FOXA3+FOXA1,0.8313,-0.8313,122,0.3241,5.753,15.054,0.004975124378109453,1.657,0.3572,0.3811,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CDKN1B+CDKN1A,0.8411,-0.8411,123,0.2827,5.4597,6.512,0.004975124378109453,1.284,0.336,0.3624,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CEBPB+CEBPA,0.8514,-0.8514,124,0.218,12.7896,5.488,0.004975124378109453,1.215,0.2699,0.2881,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CDKN1C+CDKN1B,0.8528,-0.8528,125,0.3228,5.1764,1.164,0.13930348258706468,1.06,0.409,0.4465,outside_model_cone,False,False,False
Norman_GSE133344_K562-A549_CRISPRa,IGDCC3+PRTG,0.8689,-0.8689,126,0.313,5.3872,5.131,0.004975124378109453,1.245,0.3737,0.4033,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CEBPE+CEBPB,0.8866,-0.8866,127,0.2306,10.254,7.697,0.004975124378109453,1.306,0.2754,0.2962,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CDKN1C+CDKN1A,0.8884,-0.8884,128,0.2954,5.6929,4.156,0.004975124378109453,1.2,0.3593,0.3886,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CEBPE+CEBPA,0.8997,-0.8997,129,0.1805,13.5121,19.617,0.004975124378109453,1.83,0.1983,0.2115,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,C3orf72+FOXL2,0.8999,-0.8999,130,0.5056,5.3961,3.677,0.004975124378109453,1.145,0.5878,0.6287,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,ETS2+MAPK1,0.9548,-0.9548,131,0.2423,7.1851,23.154,0.004975124378109453,2.118,0.2582,0.2746,outside_model_cone,True,True,True
