double,geneA,geneB,residual,residual_bias_corrected,CI_low,CI_high,pctile_CI_low,pctile_CI_high,se_boot,noise_floor,noise_floor_sd,floor_ratio,z,p,bar_a_significant,bar_b_floor_ratio_ge_1p9,effect_norm,nonadditivity
ZBTB10+ELMSAN1,ZBTB10,ELMSAN1,0.32028895300517357,0.27176772932838533,0.2592578830401801,0.2843792015800557,0.35619870443029145,0.38132002297016704,0.006556842766572705,0.20204400974018658,0.007836018241314009,1.5852434992605875,15.089927004197312,0.000999000999000999,True,False,6.677898188680104,0.4147887829792299
FOXA1+HOXB9,FOXA1,HOXB9,0.3062193662598537,0.2635846554351173,0.24786720363154247,0.2774069121637639,0.3350318203559435,0.3645715288881649,0.007312601479710528,0.1829463976474887,0.008193874002204633,1.6738201473083618,15.044528214517007,0.000999000999000999,True,False,6.049280635365633,0.4236795350011005
MAP2K3+IKZF3,MAP2K3,IKZF3,0.2897101837926605,0.2552191511261426,0.23829063795036842,0.2708249967855765,0.30859537079974453,0.3411297296349526,0.008428252186334724,0.15766703899738269,0.008782495000389154,1.8374809702455932,15.034810129630245,0.000999000999000999,True,False,6.936841555022399,0.3688795789634747
FOXA3+FOXA1,FOXA3,FOXA1,0.3240790370116927,0.27800637074943657,0.2636350770245691,0.2910128770473051,0.3571451969760803,0.3845229969988163,0.006984777872322947,0.1980776079173864,0.008549544697201854,1.6361215203429689,14.737794064699703,0.000999000999000999,True,False,5.753008101263464,0.3776959521350504
PRDM1+CBFA2T3,PRDM1,CBFA2T3,0.35724876567597214,0.3085845382140665,0.2931835516879663,0.3216453667814376,0.39285216457050665,0.421313979663978,0.007176641774212646,0.2174120424558296,0.009555649398378515,1.6431875697435316,14.633931969487206,0.000999000999000999,True,False,8.182667441273255,0.4854830070006177
ZC3HAV1+CEBPE,ZC3HAV1,CEBPE,0.41385118259824494,0.3646410201841106,0.343312546264477,0.38366658906676643,0.44403577612972345,0.4843898189320129,0.010522201515001425,0.24818681898667552,0.01132697789012792,1.6674986378727208,14.625645535686528,0.000999000999000999,True,False,3.009795611409785,1.7127174516167063
FOXF1+FOXL2,FOXF1,FOXL2,0.31038614237358897,0.262749491593909,0.24886944525181415,0.2758161146683679,0.34495617007881,0.3719028394953638,0.007051656276046219,0.1956678289954636,0.007886582193179382,1.5862911341485015,14.546011259140641,0.000999000999000999,True,False,6.586430719460706,0.5012392501945969
FOXA3+FOXL2,FOXA3,FOXL2,0.3669747077101361,0.31602098011311097,0.3011717425341209,0.3305244715116625,0.4034249439086098,0.4327776728861514,0.007352504181023966,0.22799506867740024,0.009829835718362155,1.6095730045345147,14.138551550065237,0.000999000999000999,True,False,7.673940740670747,0.4899192684109963
CBL+PTPN12,CBL,PTPN12,0.2502356116960853,0.2119878665421817,0.19529544103799845,0.2268725482310588,0.27359867516111186,0.3051757823541722,0.007978443545808093,0.15181411410160914,0.007066155025180868,1.6483026836925236,13.928578872631931,0.000999000999000999,True,False,6.125265756544194,0.3638029910495188
POU3F2+CBFA2T3,POU3F2,CBFA2T3,0.370192155449265,0.31802080695672047,0.30163107883996326,0.3319132129464684,0.40847109795206155,0.4387532320585667,0.007601519842854977,0.23127003319219427,0.010064796324557056,1.6006922744790766,13.80277531479849,0.000999000999000999,True,False,4.8155025879806415,0.4907058115249235
TGFBR2+C19orf26,TGFBR2,C19orf26,0.3410229136213516,0.2931530105479456,0.273968074769237,0.31122614526627024,0.370819681976433,0.4080777524734662,0.009695687305408268,0.20917879068833373,0.00964704011800333,1.6302939341945966,13.666795340362487,0.000999000999000999,True,False,4.126272925261546,0.5543612892276982
SNAI1+DLX2,SNAI1,DLX2,0.38380050365089147,0.33072579362394616,0.3144921699549747,0.34730806055998714,0.4202929467417958,0.45310883734680824,0.008343603614666944,0.24140171181520548,0.01045017631571209,1.5898831071450443,13.626448734801345,0.000999000999000999,True,False,7.064428089360482,0.4912028145288303
FOXF1+HOXB9,FOXF1,HOXB9,0.3333466034398001,0.2791926731096426,0.26422064794282996,0.2940812463608903,0.37261196051870993,0.40247255893677025,0.007404267569917134,0.21975558808817744,0.008458357791982092,1.5168970506726955,13.429440814066613,0.000999000999000999,True,False,5.324456906941892,0.4524693918518394
DUSP9+PRTG,DUSP9,PRTG,0.22284512876710422,0.18594739545126865,0.1741672518392064,0.1972431866353426,0.24844707089886583,0.27152300569500204,0.0058702645704795595,0.13847144228181624,0.0063887025124315325,1.6093219301751127,13.206701410984225,0.000999000999000999,True,False,7.141735597053428,0.3709563804380744
RHOXF2BB+ZBTB25,RHOXF2BB,ZBTB25,0.25726783823677757,0.21426976583898127,0.19801792490529335,0.229162776143221,0.28537290033033413,0.3165177515682618,0.008015948984456584,0.1644364762187662,0.007402913984247157,1.5645423944411736,12.539840691861274,0.000999000999000999,True,False,6.480055806022444,0.3578496974031516
SGK1+TBX2,SGK1,TBX2,0.2370283117828525,0.1959528844455315,0.18423420446747163,0.20689842661007468,0.2671581969556303,0.28982241909823336,0.005874188770205923,0.15252444830807632,0.006760944509654443,1.5540348738327585,12.498825179545102,0.000999000999000999,True,False,5.67981310471285,0.3307550044380674
SNAI1+UBASH3B,SNAI1,UBASH3B,0.39010669922238217,0.33301502311983183,0.314748065283916,0.34941542447492896,0.4307979739698354,0.4654653331608483,0.00903589852444747,0.25517688509367153,0.010860911309072793,1.5287697358605972,12.42343393560312,0.000999000999000999,True,False,3.583220023025236,0.566677932290534
CBL+PTPN9,CBL,PTPN9,0.25966406995164515,0.21419976955412934,0.1993319492230386,0.2268413875783954,0.2924867523248949,0.3199961906802517,0.007247864431415078,0.17065056847378118,0.007477552692036342,1.521612686520526,11.904095516794435,0.000999000999000999,True,False,5.45666497139939,0.3976141524782142
UBASH3B+PTPN12,UBASH3B,PTPN12,0.24080262281402365,0.20045172842929782,0.18803367294882106,0.21110208863378538,0.2705031569942619,0.29357157267922623,0.0059328947055295725,0.15233413740564197,0.007608489347102311,1.5807528562872546,11.627601928899967,0.000999000999000999,True,False,5.897092255152668,0.3652403993305062
SGK1+TBX3,SGK1,TBX3,0.23334338949293895,0.18975215290069214,0.1776809734051874,0.20151453371457623,0.2651722452713017,0.2890058055806905,0.005940879552415189,0.1556473806497771,0.00671184104781324,1.499179674716056,11.575960796699098,0.000999000999000999,True,False,5.884481883831938,0.3395787242098084
FOXA1+FOXF1,FOXA1,FOXF1,0.3096723232712108,0.2552956079953177,0.24030747446301082,0.2688354823657587,0.3505091641766629,0.3790371720794108,0.007195322172202053,0.20915959640052556,0.008744262729625559,1.4805551770056518,11.494705726321348,0.000999000999000999,True,False,4.663984172663593,0.5139561709075368
MAPK1+TGFBR2,MAPK1,TGFBR2,0.27235305348144634,0.2245089252987073,0.21083560563044706,0.23677473880490152,0.30793136815799116,0.3338705013324456,0.006713516695006015,0.17971753728515438,0.008375044073276204,1.5154506209892524,11.060898949998503,0.000999000999000999,True,False,4.155927654535037,0.3716081206459305
JUN+CEBPA,JUN,CEBPA,0.24450477160390577,0.19687484944722627,0.18087868738446577,0.21150344594660864,0.2775060972612029,0.30813085582334576,0.007736495767280613,0.17038295052769695,0.0068338757082132134,1.4350307401453282,10.846234880614873,0.000999000999000999,True,False,13.905103128019357,0.3266915147914483
FOXA3+FOXF1,FOXA3,FOXF1,0.3589506408173684,0.294385878521033,0.27908269368210087,0.31019194609542117,0.4077093355393156,0.4388185879526359,0.008060603009399628,0.25363480270509275,0.01016109503854494,1.4152262898823427,10.364615005840626,0.000999000999000999,True,False,4.830607648583366,0.4668739526727407
KLF1+FOXA1,KLF1,FOXA1,0.3215897381954882,0.26765200206651335,0.2495576281364762,0.28420740759413476,0.3589720687968416,0.3936218482545002,0.008691518338462524,0.21485400979538274,0.01042142037841018,1.4967825757674047,10.241955945009899,0.000999000999000999,True,False,4.617174404037221,0.5598653003869642
CEBPB+OSR2,CEBPB,OSR2,0.25817588494098825,0.2074470045410633,0.1944937372358188,0.2190918479715402,0.2972599219104363,0.3218580326461577,0.00642621662110165,0.17971849421115946,0.007817838809936044,1.4365571338342376,10.035687948709528,0.000999000999000999,True,False,7.421354106649256,0.4263479397946798
PTPN12+ZBTB25,PTPN12,ZBTB25,0.22920601081946063,0.18819818501846453,0.1745730428878594,0.19979346496984524,0.258618556669076,0.28383897875106184,0.006481321241767043,0.14964711941780243,0.007932699380889762,1.5316433200397017,10.029233125021634,0.000999000999000999,True,False,6.024454742728719,0.350855038676507
FOSB+CEBPE,FOSB,CEBPE,0.2055533595331038,0.16031523791043806,0.15033868951537804,0.16989516045909492,0.24121155860711269,0.26076802955082956,0.00498785974114242,0.14863930551882087,0.0057337786366142025,1.3829004301091572,9.926098934278127,0.000999000999000999,True,False,9.667937068380642,0.3347783429518648
ZC3HAV1+CEBPA,ZC3HAV1,CEBPA,0.21787778546223796,0.17208968484956222,0.16039028404388694,0.18257732545826827,0.25317824546620765,0.275365286880589,0.00577693773331685,0.1545969644351401,0.006388980205917739,1.4093277074249853,9.904682592142724,0.000999000999000999,True,False,12.051669556216487,0.2403591197410448
FOSB+CEBPB,FOSB,CEBPB,0.2617176876420138,0.20886829642054022,0.19505585938142006,0.22053841865498208,0.30289695662904553,0.32837951590260755,0.006418534700883336,0.1852672118934684,0.007907075870295018,1.4126497882016256,9.668615427828568,0.000999000999000999,True,False,10.621382455413094,0.4165775627011358
FOSB+UBASH3B,FOSB,UBASH3B,0.45555160262092287,0.3871366980926484,0.3667506681779601,0.40713570708497726,0.5039674981568685,0.5443525370638856,0.010302824808050157,0.31961045070892485,0.014095521475734054,1.4253338763187131,9.644279720053323,0.000999000999000999,True,False,2.51193798317467,0.7488256453159423
BPGM+SAMD1,BPGM,SAMD1,0.2514251903367215,0.20188542043169733,0.18378007386816425,0.21793000162521964,0.28492037904822337,0.31907030680527876,0.008846781079522395,0.17452849548133365,0.008569554905013757,1.4405967899013499,8.973242567172095,0.000999000999000999,True,False,5.59802554490394,0.400451216192726
UBASH3B+ZBTB25,UBASH3B,ZBTB25,0.22946559453227094,0.18052542420189926,0.1658764200315957,0.19363222080692089,0.265298968257621,0.2930547690329462,0.006809624496290919,0.16444832576237386,0.007380412595033743,1.3953659513922103,8.809435506850525,0.000999000999000999,True,False,5.506827960957547,0.3384893521921313
FOXA1+FOXL2,FOXA1,FOXL2,0.3375343269722454,0.27236000973206653,0.2537251738529474,0.2906602273013772,0.3844084266431136,0.4213434800915434,0.009131925212124005,0.2460324586909274,0.01074814202721088,1.371909742186762,8.513273089401343,0.000999000999000999,True,False,5.293095962425083,0.458954497548188
BPGM+ZBTB1,BPGM,ZBTB1,0.23780803614419793,0.18870341860459083,0.17441162674134142,0.20167026287987527,0.2739458094085206,0.30120444554705444,0.006936510495218102,0.16890150190948003,0.008195774435285741,1.4079687477950742,8.407568409649077,0.000999000999000999,True,False,5.40803286976658,0.4614561084212028
KLF1+BAK1,KLF1,BAK1,0.24055551369787745,0.1871330565365461,0.1740573660159424,0.19881462390341575,0.28229640349233914,0.3070536613798125,0.006514082209101664,0.17736561093402708,0.00785501404504138,1.3562691912546365,8.044530843804173,0.000999000999000999,True,False,3.911840843006718,0.3018927880452814
BCL2L11+TGFBR2,BCL2L11,TGFBR2,0.45010637356774497,0.37939342340452187,0.3594776848466319,0.39687926495588877,0.5033334821796012,0.540735062288858,0.009702381359287908,0.3253790260898835,0.015557191513909416,1.3833294019492408,8.017343449577316,0.000999000999000999,True,False,2.0137262379172562,0.5756395555215252
UBASH3B+UBASH3A,UBASH3B,UBASH3A,0.2609579971633342,0.20359158883076317,0.19001324010381326,0.2171725505051677,0.30474344382150065,0.3319027542228551,0.007073530227726614,0.1943498897563379,0.008502035764764198,1.3427226405453834,7.8343715846323105,0.000999000999000999,True,False,3.2912347542981957,0.4075815412986336
SAMD1+ZBTB1,SAMD1,ZBTB1,0.2646634024852317,0.20576606929110003,0.18143778265720717,0.22522764964451025,0.3040991553259531,0.3478890223132562,0.011458804527407272,0.19704388493056355,0.009057494990124008,1.3431698353820858,7.46558707770727,0.000999000999000999,True,False,6.482354744600074,0.3617064808798973
SAMD1+UBASH3B,SAMD1,UBASH3B,0.24950218628169338,0.19337675316724146,0.17877077401105818,0.20684487785212646,0.2921594947112603,0.3202335985523286,0.007180840983696702,0.1876810543437474,0.008632637794058694,1.329394632580854,7.161325821001502,0.000999000999000999,True,False,5.822485874591548,0.3296219264995588
KLF1+TGFBR2,KLF1,TGFBR2,0.23779335793836628,0.18263750145720936,0.16803605836840496,0.19723585688072787,0.2783508589960047,0.3075506575083276,0.00762102072756855,0.17917242414432447,0.008332846924662143,1.3271760934976373,7.0349226769719655,0.000999000999000999,True,False,4.420184215389561,0.324090630659805
CEBPE+CEBPB,CEBPE,CEBPB,0.23055491103994305,0.17406379866019955,0.16205563901247083,0.18678426937391795,0.27432555270596815,0.29905418306741527,0.006153152759055928,0.17852779671947985,0.007412121229701964,1.2914230460269065,7.019193657003256,0.000999000999000999,True,False,10.254036471555064,0.4968419817973866
TGFBR2+IGDCC3,TGFBR2,IGDCC3,0.2735844082074064,0.21135716626010825,0.19081289429806314,0.23051978741905998,0.31664902899575287,0.3563559221167497,0.010262764987363794,0.20781249959383422,0.009884081470699232,1.3164964029696107,6.654326839428539,0.000999000999000999,True,False,4.265500730030121,0.4216161710112106
CDKN1B+CDKN1A,CDKN1B,CDKN1A,0.28269168370011705,0.21511706288431154,0.19810817356131477,0.23023637822890408,0.33514698917133,0.3672751938389193,0.008286953244879876,0.22237685812985905,0.009064646607739866,1.2712279779357103,6.653852949850032,0.000999000999000999,True,False,5.459742308441415,0.4898794517923371
TMSB4X+BAK1,TMSB4X,BAK1,0.3598334279014056,0.2790576929964074,0.26190548801489894,0.2974282653890501,0.4222385904137611,0.45776136778791227,0.009545750602119825,0.2874634438538481,0.011610667568873616,1.251753694582299,6.233059694308199,0.000999000999000999,True,False,2.761660430844692,0.4114034893897506
IGDCC3+ZBTB25,IGDCC3,ZBTB25,0.2546569977956676,0.1909003446921847,0.17613396034284312,0.2048950787485374,0.30441891684279776,0.33318003524849205,0.007164412944489648,0.20258651481557302,0.00844337252035933,1.257028376382789,6.167024237594407,0.000999000999000999,True,False,6.771924032634628,0.3426276929357379
TGFBR2+PRTG,TGFBR2,PRTG,0.25341587424333917,0.18858980502568012,0.17473266608150023,0.20295117393557038,0.30388057455110795,0.3320990824051781,0.007358911352416402,0.20344238879012125,0.008889722142559562,1.245639494062235,5.621490149165603,0.000999000999000999,True,False,4.889293843573181,0.3633298867954285
CEBPB+CEBPA,CEBPB,CEBPA,0.21799026682943248,0.1576634306973001,0.1451176613564807,0.16934598583315863,0.26663454782570634,0.2908628723023843,0.0060991210637353025,0.1800690735961197,0.007119852959124624,1.2105924825179415,5.3261202795928435,0.000999000999000999,True,False,12.789649105483367,0.5462921057972061
IGDCC3+PRTG,IGDCC3,PRTG,0.3130245658335047,0.23666811641197666,0.21648699996217102,0.25597330507811544,0.37007582658889393,0.40956213170483835,0.010140639578577366,0.2553911087979589,0.011664286871309151,1.22566743731529,4.941018484148208,0.000999000999000999,True,False,5.3872301111073675,0.6436701632100355
MAP2K3+SLC38A2,MAP2K3,SLC38A2,0.40013369419689837,0.3123292413758636,0.28982974275929896,0.3341049074589871,0.46616248093480966,0.5104376456344978,0.011049580487484506,0.3287414349723448,0.014641705173597532,1.2171684236596443,4.8759525190611495,0.000999000999000999,True,False,2.3427080397052555,0.5884883444557938
TGFBR2+ETS2,TGFBR2,ETS2,0.4343704480644312,0.3407732890036195,0.3147261092033107,0.3630937982653598,0.5056470978635026,0.5540147869255517,0.012470319715582294,0.3635707405470867,0.0155433324422311,1.1947343381120492,4.554988949794466,0.000999000999000999,True,False,2.51750309615181,0.5702743815391087
FOXL2+HOXB9,FOXL2,HOXB9,0.34717388925500886,0.26362931409943174,0.24179035626864648,0.28537681726908215,0.40897096124093557,0.45255742224137124,0.010740608484860067,0.2871876716869263,0.013295261694964583,1.2088746261833818,4.511849329810603,0.001998001998001998,True,False,7.03234421990412,0.4137623476863141
CDKN1C+CDKN1A,CDKN1C,CDKN1A,0.29539211016977274,0.21682497074772233,0.19676260466669815,0.2348564103496903,0.3559278099898552,0.3940216156728473,0.009896153386403084,0.24906400300936338,0.010665716152238998,1.186008843512676,4.343647111842925,0.000999000999000999,True,False,5.6929240962048056,0.628789911796153
JUN+CEBPB,JUN,CEBPB,0.3650693349552337,0.27348396325605406,0.2535806254607944,0.29475636622352797,0.4353823036869394,0.476558044449673,0.010587956264017961,0.31348027923698324,0.012886204591505811,1.1645687436664889,4.00343292331835,0.001998001998001998,True,False,8.574748806526308,0.4260937836622822
MAP2K3+MAP2K6,MAP2K3,MAP2K6,0.3381750474185041,0.25308764021137176,0.2307213926524629,0.27242898251674397,0.4039211123202643,0.44562870218454537,0.010914586492054278,0.2852820893371459,0.013254404924921578,1.1854058143091115,3.99059470273964,0.000999000999000999,True,False,2.1433996006499623,0.8405339450030913
FOXL2+MEIS1,FOXL2,MEIS1,0.31321068010966124,0.2285387090413048,0.20925266937755382,0.24809352350540387,0.3783278367139186,0.41716869084176866,0.009939474618333402,0.2685176058249785,0.011429939526693213,1.1664437389398368,3.9101759182808937,0.000999000999000999,True,False,4.875683318460523,0.4113098918577752
ZNF318+FOXL2,ZNF318,FOXL2,0.33225014748805265,0.24855891413621267,0.22363867667495063,0.26992828522774104,0.39457200974836426,0.44086161830115467,0.01177479874881319,0.27770622469266093,0.014018021747765771,1.1964087152016696,3.8909857451237775,0.002997002997002997,True,False,3.71604606330506,0.5049361194626776
PLK4+STIL,PLK4,STIL,0.49793105334848076,0.3950506235975627,0.36968334109448486,0.4173304512771471,0.5785316554198144,0.6261787656024767,0.012094666267912047,0.4345508611301344,0.017201216887286482,1.1458521841459794,3.684634211268565,0.000999000999000999,True,False,4.545938002453475,0.6912394842963785
C3orf72+FOXL2,C3orf72,FOXL2,0.5056053529173009,0.3998923813376538,0.3723739878816046,0.42382424080645664,0.5873864650281452,0.6388367179529972,0.013218344309250108,0.44624823603151337,0.017446463414544824,1.1330136728688287,3.4022435077760522,0.000999000999000999,True,False,5.396132094581131,0.8076452140458905
BCL2L11+BAK1,BCL2L11,BAK1,0.770749103019415,0.6988824649291685,0.675978453980725,0.7233203373667436,0.8181778686720864,0.865519752058105,0.011973969130086493,0.7089525365747852,0.019610165151239103,1.0871660135997145,3.1512517088987955,0.001998001998001998,True,False,1.420318266830363,1.0875611408250163
SAMD1+TGFBR2,SAMD1,TGFBR2,0.4145456979606189,0.30891334304178597,0.2874502403853796,0.32855782480133733,0.5005335711199005,0.5416411555358582,0.010587527034846892,0.3750970207232317,0.01394341992069229,1.105169263038468,2.829196672105145,0.003996003996003996,True,False,4.870707106835748,0.5021021701334772
KLF1+MAP2K6,KLF1,MAP2K6,0.2611749521705797,0.18418289651781838,0.1651968236243207,0.20245246923627336,0.319897435104886,0.35715308071683866,0.009723879867038578,0.22934001040097388,0.011417817874087039,1.138811111562898,2.7881809046767003,0.007992007992007992,True,False,3.829358818589352,0.4285036316651843
CBL+TGFBR2,CBL,TGFBR2,0.28337029697923716,0.20093149065954136,0.1823143088909706,0.21804791328656908,0.34869268067190523,0.3844262850675037,0.009249450717017474,0.2510725665834002,0.011870334620701611,1.1286390259013361,2.720877837724169,0.011988011988011988,True,False,4.361639799367925,0.3837005477153651
CBL+UBASH3A,CBL,UBASH3A,0.41233920896254705,0.3025929856949775,0.2786077107339602,0.3257291209006376,0.4989492970244565,0.5460707071911339,0.012135674931259385,0.3804921429243947,0.015574575388858165,1.0836996679967725,2.0448111902257895,0.024975024975024976,True,False,5.442127499239666,0.6159757431727039
KIF18B+KIF2C,KIF18B,KIF2C,0.7024373910070126,0.6071077118998709,0.5810776551367615,0.6354971248687048,0.7693776571453205,0.8237971268772638,0.01395767199243324,0.6658036287027329,0.02314275839743577,1.055021872403516,1.5829471005642424,0.06593406593406594,False,False,2.41977122993955,0.93181269251095
CDKN1C+CDKN1B,CDKN1C,CDKN1B,0.3227522656049286,0.21943814621187674,0.19510705812958784,0.24211071661036387,0.4033938145994933,0.45039747308026934,0.012521786766803222,0.3061317930552611,0.014902847921314187,1.0542918864577624,1.1152547913943835,0.12787212787212787,False,False,5.176379837535379,0.5536014200660881
