target,guide,donor,context,n_cells,guide_median_supplied_activation_score,ntc_baseline_median_of_guide_medians,supplied_activation_score_delta,support_flag_lt_20_cells,generator_available,generator_admitted
IRF1,IRF1_1_CRISPRi,B,Resting-Treg,224,-259.69246269529947,-253.46978307827399,-6.2226796170254772,false,true,true
IRF1,IRF1_2_CRISPRi,B,Resting-Treg,100,-210.93664467511999,-253.46978307827399,42.533138403153998,false,true,true
IRF2,IRF2_1_CRISPRi,B,Resting-Treg,155,-261.34289401124499,-253.46978307827399,-7.8731109329710023,false,true,true
IRF2,IRF2_2_CRISPRi,B,Resting-Treg,138,-251.6956993569915,-253.46978307827399,1.7740837212824943,false,true,true
IRF4,IRF4_1_CRISPRi,B,Resting-Treg,102,-260.87709558009999,-253.46978307827399,-7.4073125018259987,false,true,false
IRF4,IRF4_2_CRISPRi,B,Resting-Treg,57,-238.36058263649801,-253.46978307827399,15.109200441775982,false,true,false
KLF13,KLF13_1_CRISPRi,B,Resting-Treg,201,-239.73213908806801,-253.46978307827399,13.737643990205981,false,true,false
KLF13,KLF13_2_CRISPRi,B,Resting-Treg,245,-246.153105801257,-253.46978307827399,7.3166772770169928,false,true,false
KLF2,KLF2_1_CRISPRi,B,Resting-Treg,168,-165.26164171759149,-253.46978307827399,88.208141360682504,false,true,true
KLF2,KLF2_2_CRISPRi,B,Resting-Treg,63,-175.81284079726001,-253.46978307827399,77.656942281013983,false,true,true
LEF1,LEF1_1_CRISPRi,B,Resting-Treg,252,-264.59373984364299,-253.46978307827399,-11.123956765369002,false,true,false
LEF1,LEF1_2_CRISPRi,B,Resting-Treg,223,-268.8279522597,-253.46978307827399,-15.358169181426007,false,true,false
MED11,MED11_1_CRISPRi,B,Resting-Treg,55,-132.42046893072899,-253.46978307827399,121.049314147545,false,false,false
MED11,MED11_2_CRISPRi,B,Resting-Treg,118,-208.50020660714802,-253.46978307827399,44.969576471125976,false,false,false
MED12,MED12_1_CRISPRi,B,Resting-Treg,221,-210.39419554704199,-253.46978307827399,43.075587531232003,false,true,true
MED12,MED12_2_CRISPRi,B,Resting-Treg,182,-207.05120820392349,-253.46978307827399,46.418574874350497,false,true,true
MED24,MED24_1_CRISPRi,B,Resting-Treg,350,-222.6770206250275,-253.46978307827399,30.792762453246496,false,true,true
MED24,MED24_2_CRISPRi,B,Resting-Treg,318,-240.27784954858402,-253.46978307827399,13.191933529689976,false,true,true
MEF2D,MEF2D_1_CRISPRi,B,Resting-Treg,201,-256.60449599919798,-253.46978307827399,-3.1347129209239881,false,true,true
MEF2D,MEF2D_2_CRISPRi,B,Resting-Treg,167,-234.07364293901,-253.46978307827399,19.396140139263991,false,true,true
MYB,MYB_1_CRISPRi,B,Resting-Treg,120,-196.43308136057698,-253.46978307827399,57.036701717697014,false,true,true
MYB,MYB_2_CRISPRi,B,Resting-Treg,159,-197.064111569441,-253.46978307827399,56.405671508832995,false,true,true
MYC,MYC_1_CRISPRi,B,Resting-Treg,139,-211.335167762824,-253.46978307827399,42.134615315449992,false,true,true
MYC,MYC_2_CRISPRi,B,Resting-Treg,144,-186.72128296395152,-253.46978307827399,66.748500114322468,false,true,true
NFKB2,NFKB2_1_CRISPRi,B,Resting-Treg,236,-199.24402195987852,-253.46978307827399,54.225761118395468,false,true,true
NFKB2,NFKB2_2_CRISPRi,B,Resting-Treg,224,-212.940393910642,-253.46978307827399,40.52938916763199,false,true,true
PRDM1,PRDM1_1_CRISPRi,B,Resting-Treg,270,-274.53154585341997,-253.46978307827399,-21.061762775145979,false,false,false
PRDM1,PRDM1_2_CRISPRi,B,Resting-Treg,265,-274.65441808101798,-253.46978307827399,-21.184635002743988,false,false,false
SOCS3,SOCS3_1_CRISPRi,B,Resting-Treg,27,-224.397576684211,-253.46978307827399,29.072206394062988,false,true,true
SOCS3,SOCS3_2_CRISPRi,B,Resting-Treg,27,-130.603382235293,-253.46978307827399,122.86640084298099,false,true,true
STAT5B,STAT5B_1_CRISPRi,B,Resting-Treg,84,-219.6084242770695,-253.46978307827399,33.861358801204489,false,true,true
STAT5B,STAT5B_2_CRISPRi,B,Resting-Treg,138,-266.32285160881651,-253.46978307827399,-12.853068530542515,false,true,true
TAF5L,TAF5L_1_CRISPRi,B,Resting-Treg,144,-271.77759522630248,-253.46978307827399,-18.307812148028489,false,true,true
TAF5L,TAF5L_2_CRISPRi,B,Resting-Treg,186,-265.69722788415652,-253.46978307827399,-12.227444805882527,false,true,true
USP22,USP22_1_CRISPRi,B,Resting-Treg,165,-231.93963510733099,-253.46978307827399,21.530147970943005,false,true,true
USP22,USP22_2_CRISPRi,B,Resting-Treg,131,-224.83546479797599,-253.46978307827399,28.634318280298004,false,true,true
ZNF217,ZNF217_1_CRISPRi,B,Resting-Treg,197,-254.54139237243501,-253.46978307827399,-1.0716092941610214,false,false,false
ZNF217,ZNF217_2_CRISPRi,B,Resting-Treg,116,-218.74552380177499,-253.46978307827399,34.724259276498998,false,false,false
ATXN7L3,ATXN7L3_1_CRISPRi,A,Stimulated-Treg,190,673.51981104753622,693.10560650116156,-19.585795453625337,false,true,true
ATXN7L3,ATXN7L3_2_CRISPRi,A,Stimulated-Treg,282,683.19882176462306,693.10560650116156,-9.9067847365384978,false,true,true
BACH2,BACH2_1_CRISPRi,A,Stimulated-Treg,254,683.65557416119304,693.10560650116156,-9.4500323399685158,false,true,false
BACH2,BACH2_2_CRISPRi,A,Stimulated-Treg,153,727.35165633792496,693.10560650116156,34.246049836763405,false,true,false
BATF,BATF_1_CRISPRi,A,Stimulated-Treg,187,631.88645103084309,693.10560650116156,-61.219155470318469,false,true,true
BATF,BATF_2_CRISPRi,A,Stimulated-Treg,213,659.05982927885361,693.10560650116156,-34.045777222307947,false,true,true
BPTF,BPTF_1_CRISPRi,A,Stimulated-Treg,237,708.94133001002172,693.10560650116156,15.835723508860156,false,true,true
BPTF,BPTF_2_CRISPRi,A,Stimulated-Treg,247,675.84191392148955,693.10560650116156,-17.263692579672011,false,true,true
CBFB,CBFB_1_CRISPRi,A,Stimulated-Treg,407,669.55797545618884,693.10560650116156,-23.547631044972718,false,true,true
CBFB,CBFB_2_CRISPRi,A,Stimulated-Treg,388,691.04353977455412,693.10560650116156,-2.0620667266074406,false,true,true
DNMT1,DNMT1_1_CRISPRi,A,Stimulated-Treg,167,636.7409603639486,693.10560650116156,-56.364646137212958,false,false,false
DNMT1,DNMT1_2_CRISPRi,A,Stimulated-Treg,145,665.45573076954156,693.10560650116156,-27.64987573162,false,false,false
ETS1,ETS1_1_CRISPRi,A,Stimulated-Treg,210,685.52346186744762,693.10560650116156,-7.5821446337139378,false,true,false
ETS1,ETS1_2_CRISPRi,A,Stimulated-Treg,115,670.13118954936681,693.10560650116156,-22.974416951794751,false,true,false
FOXO1,FOXO1_1_CRISPRi,A,Stimulated-Treg,121,600.26630911654468,693.10560650116156,-92.839297384616884,false,true,true
FOXO1,FOXO1_2_CRISPRi,A,Stimulated-Treg,191,644.24204999188987,693.10560650116156,-48.863556509271689,false,true,true
IL2RA,IL2RA_1_CRISPRi,A,Stimulated-Treg,108,588.64266311624465,693.10560650116156,-104.46294338491691,false,true,true
IL2RA,IL2RA_2_CRISPRi,A,Stimulated-Treg,157,553.79438569624938,693.10560650116156,-139.31122080491218,false,true,true
IRF1,IRF1_1_CRISPRi,A,Stimulated-Treg,230,671.86180977266872,693.10560650116156,-21.243796728492839,false,true,true
IRF1,IRF1_2_CRISPRi,A,Stimulated-Treg,160,680.89066213486649,693.10560650116156,-12.214944366295072,false,true,true
IRF2,IRF2_1_CRISPRi,A,Stimulated-Treg,176,678.30833056525535,693.10560650116156,-14.797275935906214,false,true,true
IRF2,IRF2_2_CRISPRi,A,Stimulated-Treg,172,688.22981671087882,693.10560650116156,-4.8757897902827381,false,true,true
IRF4,IRF4_1_CRISPRi,A,Stimulated-Treg,132,566.4985621466285,693.10560650116156,-126.60704435453306,false,true,false
IRF4,IRF4_2_CRISPRi,A,Stimulated-Treg,139,630.457622892328,693.10560650116156,-62.647983608833556,false,true,false
KLF13,KLF13_1_CRISPRi,A,Stimulated-Treg,215,696.71922432471877,693.10560650116156,3.6136178235572061,false,true,false
KLF13,KLF13_2_CRISPRi,A,Stimulated-Treg,252,710.14498761452955,693.10560650116156,17.039381113367995,false,true,false
KLF2,KLF2_1_CRISPRi,A,Stimulated-Treg,194,703.247734235591,693.10560650116156,10.142127734429437,false,true,true
KLF2,KLF2_2_CRISPRi,A,Stimulated-Treg,163,696.09584571278845,693.10560650116156,2.9902392116268857,false,true,true
LEF1,LEF1_1_CRISPRi,A,Stimulated-Treg,257,654.1142596942866,693.10560650116156,-38.991346806874958,false,true,false
LEF1,LEF1_2_CRISPRi,A,Stimulated-Treg,190,681.98961950359194,693.10560650116156,-11.115986997569621,false,true,false
MED11,MED11_1_CRISPRi,A,Stimulated-Treg,80,492.35580594984879,693.10560650116156,-200.74980055131277,false,false,false
MED11,MED11_2_CRISPRi,A,Stimulated-Treg,156,607.4583075596363,693.10560650116156,-85.647298941525264,false,false,false
MED12,MED12_1_CRISPRi,A,Stimulated-Treg,301,562.17417890922343,693.10560650116156,-130.93142759193813,false,true,true
MED12,MED12_2_CRISPRi,A,Stimulated-Treg,285,584.1058888007359,693.10560650116156,-108.99971770042566,false,true,true
MED24,MED24_1_CRISPRi,A,Stimulated-Treg,321,646.63259791624421,693.10560650116156,-46.473008584917352,false,true,true
MED24,MED24_2_CRISPRi,A,Stimulated-Treg,336,651.58023184526473,693.10560650116156,-41.525374655896826,false,true,true
MEF2D,MEF2D_1_CRISPRi,A,Stimulated-Treg,288,727.51261799357121,693.10560650116156,34.407011492409652,false,true,true
MEF2D,MEF2D_2_CRISPRi,A,Stimulated-Treg,247,726.49398700178085,693.10560650116156,33.388380500619292,false,true,true
MYB,MYB_1_CRISPRi,A,Stimulated-Treg,174,685.56773787107522,693.10560650116156,-7.5378686300863365,false,true,true
MYB,MYB_2_CRISPRi,A,Stimulated-Treg,237,700.13378474989031,693.10560650116156,7.0281782487287501,false,true,true
MYC,MYC_1_CRISPRi,A,Stimulated-Treg,174,542.98532186862155,693.10560650116156,-150.12028463254001,false,true,true
MYC,MYC_2_CRISPRi,A,Stimulated-Treg,148,494.79668631337802,693.10560650116156,-198.30892018778354,false,true,true
NFKB2,NFKB2_1_CRISPRi,A,Stimulated-Treg,347,641.99606440971854,693.10560650116156,-51.109542091443018,false,true,true
NFKB2,NFKB2_2_CRISPRi,A,Stimulated-Treg,238,683.2119306834976,693.10560650116156,-9.8936758176639614,false,true,true
PRDM1,PRDM1_1_CRISPRi,A,Stimulated-Treg,252,721.09619269462144,693.10560650116156,27.990586193459876,false,false,false
PRDM1,PRDM1_2_CRISPRi,A,Stimulated-Treg,303,721.77041509707499,693.10560650116156,28.664808595913428,false,false,false
SOCS3,SOCS3_1_CRISPRi,A,Stimulated-Treg,47,540.64025035838733,693.10560650116156,-152.46535614277423,false,true,true
SOCS3,SOCS3_2_CRISPRi,A,Stimulated-Treg,155,708.8343551230106,693.10560650116156,15.728748621849036,false,true,true
STAT5B,STAT5B_1_CRISPRi,A,Stimulated-Treg,150,450.30073791602217,693.10560650116156,-242.80486858513939,false,true,true
STAT5B,STAT5B_2_CRISPRi,A,Stimulated-Treg,195,606.91731903156312,693.10560650116156,-86.188287469598436,false,true,true
TAF5L,TAF5L_1_CRISPRi,A,Stimulated-Treg,186,679.66615874030049,693.10560650116156,-13.439447760861071,false,true,true
TAF5L,TAF5L_2_CRISPRi,A,Stimulated-Treg,193,697.00175201897912,693.10560650116156,3.8961455178175584,false,true,true
USP22,USP22_1_CRISPRi,A,Stimulated-Treg,176,613.26820298204109,693.10560650116156,-79.837403519120471,false,true,true
USP22,USP22_2_CRISPRi,A,Stimulated-Treg,184,640.80924188148651,693.10560650116156,-52.296364619675046,false,true,true
ZNF217,ZNF217_1_CRISPRi,A,Stimulated-Treg,237,664.09902196401629,693.10560650116156,-29.006584537145272,false,false,false
ZNF217,ZNF217_2_CRISPRi,A,Stimulated-Treg,222,699.10579857145831,693.10560650116156,6.0001920702967482,false,false,false
ATXN7L3,ATXN7L3_1_CRISPRi,B,Stimulated-Treg,185,640.60069348110494,606.17168980796021,34.429003673144734,false,true,true
ATXN7L3,ATXN7L3_2_CRISPRi,B,Stimulated-Treg,238,631.5512584330138,606.17168980796021,25.379568625053594,false,true,true
BACH2,BACH2_1_CRISPRi,B,Stimulated-Treg,170,593.1983863570988,606.17168980796021,-12.973303450861408,false,true,false
BACH2,BACH2_2_CRISPRi,B,Stimulated-Treg,116,686.73618590597175,606.17168980796021,80.564496098011546,false,true,false
BATF,BATF_1_CRISPRi,B,Stimulated-Treg,174,544.3794471806674,606.17168980796021,-61.792242627292808,false,true,true
BATF,BATF_2_CRISPRi,B,Stimulated-Treg,169,579.89267033620024,606.17168980796021,-26.279019471759966,false,true,true
BPTF,BPTF_1_CRISPRi,B,Stimulated-Treg,161,606.98069894183027,606.17168980796021,0.80900913387006312,false,true,true
BPTF,BPTF_2_CRISPRi,B,Stimulated-Treg,165,611.18647084296731,606.17168980796021,5.014781035007104,false,true,true
CBFB,CBFB_1_CRISPRi,B,Stimulated-Treg,266,619.31971294525283,606.17168980796021,13.148023137292626,false,true,true
CBFB,CBFB_2_CRISPRi,B,Stimulated-Treg,191,641.24192574562176,606.17168980796021,35.07023593766155,false,true,true
DNMT1,DNMT1_1_CRISPRi,B,Stimulated-Treg,135,551.48551624922175,606.17168980796021,-54.68617355873846,false,false,false
DNMT1,DNMT1_2_CRISPRi,B,Stimulated-Treg,93,521.63189568574739,606.17168980796021,-84.539794122212811,false,false,false
ETS1,ETS1_1_CRISPRi,B,Stimulated-Treg,169,630.38060471917947,606.17168980796021,24.208914911219267,false,true,false
ETS1,ETS1_2_CRISPRi,B,Stimulated-Treg,79,617.50260608703343,606.17168980796021,11.330916279073222,false,true,false
FOXO1,FOXO1_1_CRISPRi,B,Stimulated-Treg,76,555.56397188674373,606.17168980796021,-50.607717921216476,false,true,true
FOXO1,FOXO1_2_CRISPRi,B,Stimulated-Treg,136,576.33920579233722,606.17168980796021,-29.832484015622981,false,true,true
IL2RA,IL2RA_1_CRISPRi,B,Stimulated-Treg,123,521.49598858413572,606.17168980796021,-84.67570122382449,false,true,true
IL2RA,IL2RA_2_CRISPRi,B,Stimulated-Treg,166,455.14993247313362,606.17168980796021,-151.02175733482659,false,true,true
IRF1,IRF1_1_CRISPRi,B,Stimulated-Treg,174,566.16153708813158,606.17168980796021,-40.010152719828625,false,true,true
IRF1,IRF1_2_CRISPRi,B,Stimulated-Treg,120,626.79640950247517,606.17168980796021,20.624719694514965,false,true,true
IRF2,IRF2_1_CRISPRi,B,Stimulated-Treg,153,622.39281932222673,606.17168980796021,16.221129514266522,false,true,true
IRF2,IRF2_2_CRISPRi,B,Stimulated-Treg,168,584.74582096038375,606.17168980796021,-21.425868847576453,false,true,true
IRF4,IRF4_1_CRISPRi,B,Stimulated-Treg,100,513.27313354329476,606.17168980796021,-92.898556264665444,false,true,false
IRF4,IRF4_2_CRISPRi,B,Stimulated-Treg,105,434.61665981858528,606.17168980796021,-171.55502998937493,false,true,false
KLF13,KLF13_1_CRISPRi,B,Stimulated-Treg,174,635.20951682907798,606.17168980796021,29.037827021117778,false,true,false
KLF13,KLF13_2_CRISPRi,B,Stimulated-Treg,173,609.88495612993893,606.17168980796021,3.7132663219787219,false,true,false
KLF2,KLF2_1_CRISPRi,B,Stimulated-Treg,160,582.55945182540336,606.17168980796021,-23.612237982556849,false,true,true
KLF2,KLF2_2_CRISPRi,B,Stimulated-Treg,95,653.78313026899013,606.17168980796021,47.611440461029929,false,true,true
LEF1,LEF1_1_CRISPRi,B,Stimulated-Treg,196,594.47470198320912,606.17168980796021,-11.696987824751091,false,true,false
LEF1,LEF1_2_CRISPRi,B,Stimulated-Treg,167,577.02088994368182,606.17168980796021,-29.150799864278383,false,true,false
MED11,MED11_1_CRISPRi,B,Stimulated-Treg,102,519.24895774808374,606.17168980796021,-86.922732059876466,false,false,false
MED11,MED11_2_CRISPRi,B,Stimulated-Treg,138,560.06297019738281,606.17168980796021,-46.108719610577396,false,false,false
MED12,MED12_1_CRISPRi,B,Stimulated-Treg,426,576.88927980661424,606.17168980796021,-29.282410001345966,false,true,true
MED12,MED12_2_CRISPRi,B,Stimulated-Treg,345,576.76046131310432,606.17168980796021,-29.411228494855891,false,true,true
MED24,MED24_1_CRISPRi,B,Stimulated-Treg,340,631.23643406931899,606.17168980796021,25.064744261358783,false,true,true
MED24,MED24_2_CRISPRi,B,Stimulated-Treg,272,636.13284994464539,606.17168980796021,29.96116013668518,false,true,true
MEF2D,MEF2D_1_CRISPRi,B,Stimulated-Treg,233,626.2864301578677,606.17168980796021,20.114740349907493,false,true,true
MEF2D,MEF2D_2_CRISPRi,B,Stimulated-Treg,174,669.68936304616273,606.17168980796021,63.517673238202519,false,true,true
MYB,MYB_1_CRISPRi,B,Stimulated-Treg,112,543.27234970469635,606.17168980796021,-62.899340103263853,false,true,true
MYB,MYB_2_CRISPRi,B,Stimulated-Treg,159,535.7292392833042,606.17168980796021,-70.44245052465601,false,true,true
MYC,MYC_1_CRISPRi,B,Stimulated-Treg,156,349.58821157804414,606.17168980796021,-256.58347822991607,false,true,true
MYC,MYC_2_CRISPRi,B,Stimulated-Treg,129,316.61356228292414,606.17168980796021,-289.55812752503607,false,true,true
NFKB2,NFKB2_1_CRISPRi,B,Stimulated-Treg,187,600.12933378426976,606.17168980796021,-6.042356023690445,false,true,true
NFKB2,NFKB2_2_CRISPRi,B,Stimulated-Treg,129,577.41151138002976,606.17168980796021,-28.760178427930441,false,true,true
PRDM1,PRDM1_1_CRISPRi,B,Stimulated-Treg,241,650.07904560459281,606.17168980796021,43.907355796632601,false,false,false
PRDM1,PRDM1_2_CRISPRi,B,Stimulated-Treg,199,649.88904111205409,606.17168980796021,43.717351304093881,false,false,false
SOCS3,SOCS3_1_CRISPRi,B,Stimulated-Treg,29,356.6442682347427,606.17168980796021,-249.52742157321751,false,true,true
SOCS3,SOCS3_2_CRISPRi,B,Stimulated-Treg,64,669.57481720921396,606.17168980796021,63.403127401253755,false,true,true
STAT5B,STAT5B_1_CRISPRi,B,Stimulated-Treg,129,290.99330950548818,606.17168980796021,-315.17838030247202,false,true,true
STAT5B,STAT5B_2_CRISPRi,B,Stimulated-Treg,159,546.3949406968037,606.17168980796021,-59.776749111156505,false,true,true
TAF5L,TAF5L_1_CRISPRi,B,Stimulated-Treg,153,617.89379022300852,606.17168980796021,11.722100415048317,false,true,true
TAF5L,TAF5L_2_CRISPRi,B,Stimulated-Treg,133,562.64066477073857,606.17168980796021,-43.531025037221639,false,true,true
USP22,USP22_1_CRISPRi,B,Stimulated-Treg,144,591.14531114568274,606.17168980796021,-15.026378662277466,false,true,true
USP22,USP22_2_CRISPRi,B,Stimulated-Treg,140,616.95388638402665,606.17168980796021,10.78219657606644,false,true,true
ZNF217,ZNF217_1_CRISPRi,B,Stimulated-Treg,195,541.49034634119676,606.17168980796021,-64.681343466763451,false,false,false
ZNF217,ZNF217_2_CRISPRi,B,Stimulated-Treg,141,655.75106370797755,606.17168980796021,49.579373900017345,false,false,false
